run,capcost,fdene,fimp(14),pseprmax,feffcd,aspect,boundu(2),outlet_temp,beta,etanbi
7208,9229.1,0.8962890625,3.7333984375e-05,40.2880859375,1.044140625,1.9255859375,3.7705078125,1044.66015625,0.06578125,0.442578125
7209,4899.1,0.8962890625,3.7333984375e-05,40.2880859375,1.044140625,1.9255859375,3.7705078125,1044.66015625,0.17578125,0.205078125
7210,12334.0,0.8962890625,6.932617187500001e-05,44.6337890625,1.187890625,1.9025390625,3.6396484375,977.86328125,0.06578125,0.205078125
7211,11654.0,1.0005859375,3.7333984375e-05,44.6337890625,1.187890625,1.9025390625,3.6396484375,977.86328125,0.06578125,0.205078125
7212,11643.0,1.0005859375,6.932617187500001e-05,40.2880859375,1.187890625,1.9025390625,3.6396484375,977.86328125,0.06578125,0.205078125
7213,11751.0,1.0005859375,6.932617187500001e-05,44.6337890625,1.044140625,1.9025390625,3.6396484375,977.86328125,0.06578125,0.205078125
7214,11931.0,1.0005859375,6.932617187500001e-05,44.6337890625,1.187890625,1.9255859375,3.6396484375,977.86328125,0.06578125,0.205078125
7215,10486.0,1.0005859375,6.932617187500001e-05,44.6337890625,1.187890625,1.9025390625,3.7705078125,977.86328125,0.06578125,0.205078125
7216,10989.0,1.0005859375,6.932617187500001e-05,44.6337890625,1.187890625,1.9025390625,3.6396484375,1044.66015625,0.06578125,0.205078125
7217,4979.3,1.0005859375,6.932617187500001e-05,44.6337890625,1.187890625,1.9025390625,3.6396484375,977.86328125,0.17578125,0.205078125
7218,9878.4,1.0005859375,6.932617187500001e-05,44.6337890625,1.187890625,1.9025390625,3.6396484375,977.86328125,0.06578125,0.442578125
7219,11619.0,1.0005859375,6.932617187500001e-05,44.6337890625,1.187890625,1.9025390625,3.6396484375,977.86328125,0.06578125,0.205078125
7220,6085.6,0.9962890625,8.233398437500001e-05,27.7880859375,0.8441406250000001,1.8255859375,4.2705078125,894.66015625,0.09578125000000001,0.242578125
7221,6190.7,0.9005859375,8.233398437500001e-05,27.7880859375,0.8441406250000001,1.8255859375,4.2705078125,894.66015625,0.09578125000000001,0.242578125
7222,6102.3,0.9962890625,2.4326171875e-05,27.7880859375,0.8441406250000001,1.8255859375,4.2705078125,894.66015625,0.09578125000000001,0.242578125
7223,6081.2,0.9962890625,8.233398437500001e-05,32.1337890625,0.8441406250000001,1.8255859375,4.2705078125,894.66015625,0.09578125000000001,0.242578125
7224,6065.5,0.9962890625,8.233398437500001e-05,27.7880859375,0.987890625,1.8255859375,4.2705078125,894.66015625,0.09578125000000001,0.242578125
7225,6200.1,0.9962890625,8.233398437500001e-05,27.7880859375,0.8441406250000001,1.8025390625,4.2705078125,894.66015625,0.09578125000000001,0.242578125
7226,6085.6,0.9962890625,8.233398437500001e-05,27.7880859375,0.8441406250000001,1.8255859375,4.1396484375,894.66015625,0.09578125000000001,0.242578125
7227,6240.2,0.9962890625,8.233398437500001e-05,27.7880859375,0.8441406250000001,1.8255859375,4.2705078125,827.86328125,0.09578125000000001,0.242578125
7228,5348.1,0.9962890625,8.233398437500001e-05,27.7880859375,0.8441406250000001,1.8255859375,4.2705078125,894.66015625,0.14578125,0.242578125
7229,5861.2,0.9962890625,8.233398437500001e-05,27.7880859375,0.8441406250000001,1.8255859375,4.2705078125,894.66015625,0.09578125000000001,0.40507812499999996
7230,5386.0,0.9962890625,2.4326171875e-05,32.1337890625,0.987890625,1.8025390625,4.1396484375,827.86328125,0.14578125,0.40507812499999996
7231,5397.5,0.9005859375,8.233398437500001e-05,32.1337890625,0.987890625,1.8025390625,4.1396484375,827.86328125,0.14578125,0.40507812499999996
7232,5402.5,0.9005859375,2.4326171875e-05,27.7880859375,0.987890625,1.8025390625,4.1396484375,827.86328125,0.14578125,0.40507812499999996
7233,5408.8,0.9005859375,2.4326171875e-05,32.1337890625,0.8441406250000001,1.8025390625,4.1396484375,827.86328125,0.14578125,0.40507812499999996
7234,5310.4,0.9005859375,2.4326171875e-05,32.1337890625,0.987890625,1.8255859375,4.1396484375,827.86328125,0.14578125,0.40507812499999996
7235,5401.3,0.9005859375,2.4326171875e-05,32.1337890625,0.987890625,1.8025390625,4.2705078125,827.86328125,0.14578125,0.40507812499999996
7236,5352.4,0.9005859375,2.4326171875e-05,32.1337890625,0.987890625,1.8025390625,4.1396484375,894.66015625,0.14578125,0.40507812499999996
7237,6198.4,0.9005859375,2.4326171875e-05,32.1337890625,0.987890625,1.8025390625,4.1396484375,827.86328125,0.09578125000000001,0.40507812499999996
7238,5505.0,0.9005859375,2.4326171875e-05,32.1337890625,0.987890625,1.8025390625,4.1396484375,827.86328125,0.14578125,0.242578125
7239,5401.3,0.9005859375,2.4326171875e-05,32.1337890625,0.987890625,1.8025390625,4.1396484375,827.86328125,0.14578125,0.40507812499999996
7240,9714.0,1.0462890625,1.4833984375000002e-05,34.0380859375,1.144140625,1.8755859375,4.0205078125,969.66015625,0.055781250000000004,0.342578125
7241,10801.0,0.8505859375,1.4833984375000002e-05,34.0380859375,1.144140625,1.8755859375,4.0205078125,969.66015625,0.055781250000000004,0.342578125
7242,9671.7,1.0462890625,4.6826171875e-05,34.0380859375,1.144140625,1.8755859375,4.0205078125,969.66015625,0.055781250000000004,0.342578125
